sample,FBN1,TCF7L1,CCL5,FN1,ADAMDEC1,CTSK,COL3A1,CD74,TIMP3,POSTN,CXCL9,SALL2,NUAK1,SLAMF7,CYTIP,TAP1,FCER1G,COL5A1,ABCC3,THBS2,COL1A2,CD3e,OLFML3,ADAM12,CRISPLD2,INHBA,GFPT2,SPARC,FAP,PDGFRB,LUM,CD3D,VCAN,EPB41L3,DCN,LRRC15,SLAMF8,CD27,COL5A2,LOX,COL11A1,CD2,PDZK1IP1,TMEM45A,CD38,HMGA2,CD8A,AXL,CXCL11,CD68,FGF1,CSF1R,TAGLN,TLR4,ZNF423
20180810_OTTA2-113-SYD-20H_TVAN21894-N1_08,8.689630488975379,9.424762814910443,8.79989252760941,8.402275177512353,-4.855785224286391,7.504509996089182,7.8816333417494615,-5.64376082761563,-5.562620649159035,-5.358908857430684,7.820880504997609,9.658732647930874,7.461831353603735,8.125914287536762,7.62184429425255,-5.537870680799263,-6.196299545106142,-5.485039258273367,-3.296682943602289,7.579846067451978,9.414491245745786,8.605483224737284,9.177556112249357,7.8882719009971005,7.504941275558485,7.92224812428757,7.889740373714634,8.77339296551008,7.694009503467775,7.588666665742645,8.715299306907234,7.56006208539677,9.350460403366954,9.822149551257606,-5.1672988720386535,9.19127451295218,8.849874783364061,-5.250237253248011,-5.555632117723155,-5.207698928301799,10.732816873678669,8.992453125052547,-4.884072823851637,8.914785247880017,7.55204581576715,7.378806056244654,7.390092334010303,10.13083311594744,-5.029019281550897,9.183738936455555,9.565259435008041,-5.102946968164132,-5.018505871372264,8.860547842119184,7.279180725799187
20180810_OTTA2-113-SYD-20H_TVAN21929-N1_07,-3.9103467771219873,-3.4841188328141257,-8.106934068572913,-1.6398019014056977,-10.010856329400367,-4.14663227290155,0.9208796775645713,-1.9647057417199285,-3.46221968590249,-7.929041506460333,-7.943999682041596,-1.7684338979454974,-2.992440446592872,-8.938519592164834,-7.236147401103365,-7.657343211030699,-5.618044620852118,-0.9995327122270058,-5.966350922685217,-4.089641341462846,1.2819406477706794,-10.159311307799218,-4.868413705941991,-5.475732504509427,-5.87623826353264,-7.2576710648339,-7.787677237274722,1.1066124905858492,-7.4270161168244675,-3.484474336091037,-3.61488482308592,-13.2046783477663,-2.4572259805068204,-4.682110793456885,-2.430007683412537,-7.458034017413298,-9.914973845164916,-10.405308358361987,-2.8943882431525787,-6.455906367827433,-1.5083903786323356,-10.450402492559613,-12.360956615174164,-2.7181702290405565,-8.964903773131617,-2.1187066494170548,-7.308701017711515,-3.5316977668979135,-11.505975202215783,-5.915700935760487,-8.199523075971431,-7.9361130612344075,-2.547166547379449,-6.13607907564287,-2.4474707663214383
20180810_OTTA2-114-SYD-20H_DOVE42270-N1_01,-1.4183264189488676,-4.310945856576909,-3.5392651450553942,3.6502792084582802,-4.489288729184224,-0.7160848838439451,5.538656138883114,3.0335614189242825,-0.37309498168119193,0.425538576973963,-4.8660145154002965,-4.117333747059687,-2.6056512601558617,-4.985668155269667,-3.1932076018939055,-4.295363289214259,-1.669813827790585,1.9353982429784677,-1.6287714552637795,0.9821094682135578,4.029553645470117,-5.702827654646883,-0.9505676062253907,-1.9287523358908842,-0.8442433383835195,-0.968153636117659,-3.263591770645993,3.9120688056985795,-0.919494379376463,-1.8794478307375972,2.0894417739114597,-5.683225944068074,-0.6102345272460501,-2.0449816975014876,1.8714557143029253,-4.306490809304576,-5.647984602949457,-5.953280758938924,0.5086896845384721,-0.38524753449666216,-0.13961808340393045,-5.69436904465602,-4.01407817867258,-2.576690608701201,-5.319273677402664,-5.89666235504142,-5.340746011665493,-2.4993635500319566,-7.264554496699632,-1.4253782929698273,-4.455540454493006,-4.702897932859988,1.8353096641334794,-3.5572423245141747,-5.842116865298216
20180810_OTTA2-114-SYD-20H_DOVE42303-N1_09,-0.832588368920629,-4.707481975652563,-4.082762614050798,3.289833239885737,-5.852271392939288,0.4240722670639707,4.681244055489401,2.115215823424796,0.9513259329239783,0.22808069391938068,-4.584145084896413,-4.302400286000115,-3.0279367923036475,-4.634093543108625,-4.763945083190815,-3.9405176834588103,-3.1084711039298183,1.034561900031199,-1.9325808313009571,0.5178939091181378,3.4843334586716983,-6.7518508260787025,-1.791906220781946,-3.088464087142782,-1.7237191299090129,-2.1048249482676304,-5.234607536615252,3.2071987845155547,-1.162414400863943,-1.4426037264073988,2.5533915212284675,-6.778728440615095,-1.3727711595732015,-3.498167817423358,1.4887704995204096,-1.454113401504654,-6.348051701314951,-5.971863889637168,0.33142835943170246,-1.5660414408034762,0.807095111197941,-6.441842804913809,-3.2633084446501006,-2.9985306114009256,-5.8626944382922375,-4.444488314842808,-7.005281646383665,-2.579159853216531,-4.440544136884987,-3.393223414185882,-4.100769279900496,-6.081731156804336,0.77056966261439,-4.366969413739199,-5.805854281932449
20180810_OTTA2-114-SYD-20H_DOVE42946-N1_10,-0.3465632147635689,-3.120458244862119,-2.3731194972046663,4.175274555311128,-5.594952637506572,1.2594639039213265,5.527295467829282,3.0615531088276384,2.224365535351374,1.125793053891435,-3.049276432442683,-3.5369038415049854,-1.7571435459685518,-4.060715988875807,-2.9038284701650463,-3.564652174697616,-2.049525184812592,1.9178984431236232,-2.6086803265221463,1.4243507395481012,4.047894651279397,-4.559461117322223,-0.8256068405887471,-2.284812253159334,-0.2359328385452515,-0.9660563231138433,-4.020309060001676,3.8936440168665793,-0.5011529167513906,-0.8493408629296,3.201779628750541,-4.599601153497251,-0.2199947290494184,-1.8081368085375225,2.185574601653073,-1.9998039687388127,-5.196778051738949,-4.512358754163271,1.0211436247463133,-0.5499163977698367,1.6963706046215288,-4.557452888360897,-3.9019576234561204,-2.462087051375747,-5.326880670199186,-3.7003261260076474,-3.678968639530746,-2.002242932314706,-4.673860348711663,-1.891500292470698,-3.376502706814059,-4.861744149572872,1.9813299016192794,-3.1398449676617344,-4.626381318320576
20180810_OTTA2-114-SYD-20H_TNCO00074-N1_08,-4.603465758839995,-2.2035873047512062,-5.177630080009278,-0.9553628207204532,-6.445984125000522,-3.6917259407412653,0.6577316451843083,-0.181577590962819,-1.6344989462344839,-7.332434934098277,-5.057178644287152,-2.069032753180503,-4.198997764610821,-5.704838022289401,-6.256213652787848,-4.369628358225153,-5.115964267030978,-2.3527767613334083,-4.2391853276621045,-4.5830523278979705,0.6524666361757747,-7.719957416731878,-2.365712516174543,-7.196233779184045,-3.8329260319909015,-6.614771512846589,-8.087845346438634,0.4990311130333518,-6.599085141355779,-3.9626641253357016,-3.443870302585385,-8.224879844926047,-5.752568456911364,-4.977810596387813,-2.2256011168773817,-8.178533744833917,-8.935040096849399,-7.223763329915604,-3.814321205982669,-6.150201312361615,-3.5925863903735467,-8.207451169614005,-5.573809630853294,-2.930514061773698,-6.806637021568553,-1.9213218959552947,-6.350462307869969,-3.8160586761826316,-6.4817150956940175,-4.921623012058231,-7.804548822778057,-7.352106166906839,-1.4671131664462127,-5.416534750100114,-2.740898464776362
20180810_OTTA2-114-SYD-20H_TNCO00655-N1_11,-3.918048339597718,-5.748672893854471,-1.4132615847201095,0.35177433705802774,-1.7261199256732613,-2.983259862431548,1.8756503950617884,4.36315541200012,-1.0750885092317959,-2.8686312037133987,-1.9263877995522676,-3.3703141307712876,-4.716454847774203,-2.426723664377101,-3.329974346012654,-1.1391187259508717,-1.5193318893481242,-1.2501367613480552,-2.2805393352537284,-2.02783332216905,0.4019872117272234,-4.091391112725577,-2.5503213018222115,-4.955759176617418,-3.9193396221639127,-5.533427097882559,-7.174164763890968,1.1615716261723283,-4.37872256074451,-3.4708500022553523,-0.006083052173707748,-3.596955740779875,-4.480940403381084,-3.209762560569862,-1.2214180406911055,-5.237622892125617,-5.196544708091053,-3.5636619907997833,-2.6794073795706734,-3.715593739145373,-2.784044039878313,-4.028055543477908,-1.8118834714429615,-5.623959011781173,-2.8807300164509337,-7.488062683504844,-3.1563868256820733,-2.4450219599654233,-1.5259985895329473,-1.6377006405006194,-7.1556616353674665,-4.1758545152887026,-1.6602566940026815,-3.15996103982765,-7.3349224368921515
20180810_OTTA2-114-SYD-20H_TNCO01272-N1_12,-7.803495422216439,-6.4833324742773435,-3.233764882815081,-2.673033442037691,-4.739158858942397,-5.403686475695129,-4.883605459740798,2.712460472177355,-3.597999982121977,-8.242257245207501,-4.314727709118188,-5.8957274290188995,-7.124430410969872,-5.119316380575756,-4.721568532396358,-2.2196136689820696,-3.7362682535103904,-8.368387646050184,-3.3320592709557793,-9.913243777716291,-4.732797357199714,-6.243744663494015,-6.1455793478623875,-9.604817944171169,-8.180845170718973,-7.570895820254133,-23.891133983951818,-2.0976446976419822,-9.799080341700494,-8.319508766936227,-8.777754474942226,-6.933090875904407,-8.405610953713685,-5.211480263167695,-10.372459946024021,-8.886717725702916,-8.058276604998571,-7.455524555949172,-5.14622466561182,-7.412986231002959,-8.082121723721702,-6.413165396055303,-1.5935227336024682,-6.87785378514206,-7.771175131051698,-10.114283788923615,-5.430641473324174,-5.929248702909577,-4.189928312568984,-2.390451310943491,-7.927782325134111,-6.500887077455215,-3.8839594236602117,-4.988682931493543,-8.213963218742517
20180810_OTTA2-114-SYD-20H_TVAN20133-N1_05,-5.242735911742686,-7.3725748015993435,-3.034991115831421,-0.7387388248337838,-6.339828636018559,-4.753769470207265,-0.025107005818877592,3.1582328898144,-3.897990161614477,-6.18399057906909,-5.391594648401988,-4.0694474826319516,-7.272594091897904,-5.684461760824911,-5.432201630506991,-1.9763736387420083,-3.176730040387695,-3.4554624151473687,-3.5692244072763954,-3.732625818902024,0.3401999161907012,-6.6593858356790765,-5.04343642242808,-8.0440881349133,-6.991324995671542,-6.671315129486685,-7.042623905397757,-0.5489642177804674,-6.097001246021437,-5.261238694521033,-2.6660238323214576,-6.678406941576261,-6.00630787594824,-4.497144996116407,-3.4074200966970682,-8.606057951102919,-6.646388351582627,-7.33835001444132,-4.039678851445565,-5.749847114865215,-5.459078024638984,-6.898018970257383,-2.0217227550276182,-6.550382065116535,-4.92862596105973,-6.265984137799871,-6.439912494393655,-5.166415721529482,-2.5012505042468645,-3.43510458205714,-6.717506554411981,-5.812551657343208,-1.6630176192579391,-5.377850367050646,-7.88266466784853
20180810_OTTA2-114-SYD-20H_TVAN20211-N1_06,-4.6823456797605925,-5.928738212263802,-1.700699878838432,-0.174786654362715,-2.59595146393289,-3.619539754365806,0.04313530620334527,3.6166489073031904,-2.8980324296320963,-3.890803584208369,-1.7348517212984738,-5.178370714479674,-5.7157669448232244,-1.591151779992205,-3.0561100708525535,-1.8186054756869767,-1.8496462079426097,-3.7035454716866267,-3.380802470497717,-3.3453660272454115,-0.4975381718190812,-4.78738111674457,-4.016202707330487,-7.54028341254272,-5.747295759388784,-5.477742393417891,-7.053389761443623,-0.33388938640068155,-5.483588794959183,-4.541235516540002,-1.8383925838169675,-4.890302636897698,-5.565354863465853,-3.0277788062011286,-2.1221366106573107,-6.881043582261571,-5.389649945512653,-3.515161239542559,-3.9181275631822285,-4.1913590136758145,-4.893227438263298,-4.379451607943951,-3.121738610459339,-5.363142730786009,-2.5705446016827933,-7.078898429450715,-4.038468389624423,-3.623151546544273,-1.5775656022669855,-1.7944923905927714,-7.632585990211281,-4.821417333311294,-0.6828285614618325,-3.604466618950257,-7.793232039869021
20180810_OTTA2-114-SYD-20H_TVAN20545-N1_04,-3.8590303620045394,-1.8393489294869845,-7.086563689589148,-1.7920600132924764,-8.887404581039606,-3.9396915853858987,1.2560654130677418,-1.5632157253852057,-2.0714766848159756,-5.261258799720276,-8.296969786731275,-2.17094731168509,-3.7638451872364436,-8.123179940083844,-7.527717923791752,-5.367869819187923,-5.37993592124699,-1.1741538077989295,-5.126679729773969,-6.5697177535841425,1.2942785504769256,-9.865922134981595,-3.9168715177996556,-6.326880187108798,-5.668870879636199,-7.361614872689639,-7.581749137721789,1.0595467928980147,-7.9932080526572795,-4.258335663335364,-3.2553906579735767,-10.496369889524491,-4.875823880903079,-5.583955057429169,-2.1677138147616404,-8.642686042131704,-25.079256116544784,-10.603763064841676,-3.6565283272843936,-6.753903308524203,-1.3825738989788574,-9.326950744198852,-8.53718388661792,-4.4550976483411215,-8.089368196177286,-1.0090603719320175,-7.523403009722346,-3.6851929112347293,-9.212640128771593,-5.312912635919905,-7.853665338283942,-7.208577536678496,-1.0462001131141,-5.780797421792792,-2.675737179834816
20180810_OTTA2-114-SYD-20H_TVAN20656-N1_07,-4.772779837908411,-5.6225138394366265,-5.777005343178923,-2.3879266920631386,-5.205780773330935,-4.777004827068972,0.32831343570087634,3.220393990771422,-4.270752151415545,-7.396957636381914,-6.545668846780725,-4.150504614451252,-5.658962775670949,-5.511937903348326,-6.991344640856593,-2.237063207590764,-4.005533427309568,-2.342077754134446,-4.256731319751205,-5.904759988471697,0.6338570128290213,-8.802807747968306,-4.608523436580093,-7.250007005335458,-6.820966148972227,-7.573581797012215,-10.021107510561977,0.13677717998081262,-8.99445969926159,-4.757420136476295,-4.808918864735594,-9.128407117332596,-6.7529581403208425,-5.214155993611589,-3.017724435371763,-8.889417227410014,-7.122391417720173,-8.757764225369643,-4.141557719974772,-4.5087855194446735,-6.561265149897456,-8.918334652190103,-4.962766564284783,-5.951618975145777,-6.073422661292032,-7.502315585082292,-8.105737587289482,-5.072103419791937,-3.546998748684863,-3.8121412115428184,-8.193506013825449,-6.428279261432732,-2.893328085262217,-5.1594802167842,-6.516212598568361
20180810_OTTA2-114-SYD-20H_TVAN21956-N1_03,-0.9317450004755341,-4.402623263697775,-1.4246337883788613,3.561162542673782,-2.8844492404543782,0.8023298313521261,5.229040428520493,3.918269706044727,1.5096209883071867,-0.22853650939709724,-3.1274565486054136,-4.763957524707705,-2.514794881724557,-2.706730097895112,-2.766965396062134,-3.351911299909852,-1.986391497843072,1.377067306414241,-1.5309636129697322,0.7364967394089523,4.0757480219064535,-3.6965742152121246,-0.7857034324839218,-2.9997155081677533,-0.349192758591649,-2.650813323074617,-4.101240720353913,3.73470049100945,-1.1872772359994066,-1.833796310329062,2.7019902564631795,-4.106684562554288,-0.44423770155714815,-2.314341056091001,2.1770272477969304,-1.8356436175690485,-4.463033539975431,-3.7950247382919127,0.665152666701283,-1.0944289665138247,0.3257585324933645,-3.5007159194470283,-3.2768572671599707,-2.7267587898471395,-5.100938478766444,-7.05439480721671,-3.1446086453200355,-1.9628700592184956,-2.4739266800674526,-1.4782980176633194,-4.806446844950254,-4.135230936616275,1.584193753400374,-2.9362743953492143,-5.169789797121287
20180810_OTTA2-114-SYD-20H_TVAN23027-N1_02,-0.9219090958249194,-4.266487892738851,-3.0592809284590783,3.9110075994350018,-5.4062939902169544,-0.13046684991546176,5.456651036731623,2.705728002728753,1.1112587834867464,-0.12054156882812017,-4.608680390932204,-5.02753415644476,-2.110395309552468,-5.248504476498397,-4.250074907176784,-4.1959337994990955,-2.5531287539894487,2.1214777667267404,-2.6462799525287246,1.1061923093567463,4.213178257031765,-5.93428687309576,-0.5395087546326454,-2.2650442109883837,-1.0327970553215793,-1.6568896656395875,-4.391569624621768,4.243646290532636,-1.0770313380649128,-1.5808560951535662,2.75915547942756,-5.901068237356375,-0.9654506310107593,-2.2270435548953262,1.7241808653991963,-4.981414721946859,-6.676542933056443,-6.436333675000063,0.638420705451249,-0.3181277417132766,1.1048251004196397,-5.5074242824291275,-4.007161407780522,-3.04678083794582,-5.579516610635145,-8.90249548882856,-5.3598359875274815,-2.6746284441958377,-5.9563818578670515,-2.286088656274111,-4.388027519485798,-4.653456563229061,1.9145215418114994,-3.4263368706872908,-5.432273468445929
20180810_OTTA2-115-SYD-20H_TNCO00254-N1_12,-4.88503146518905,-4.26496289562353,-8.751969348892358,-3.062204738695992,-10.534861015351428,-4.72550448084128,0.1690909877626674,-1.5713405928361155,-1.9318891908987053,-7.868102392781555,-9.146087994532607,-0.4801915390895317,-5.861292016763965,-8.256095718730695,-9.023198514864006,-8.714485733951875,-6.042532567358591,-3.496459970135164,-5.101334426935763,-5.496362713738973,-0.30763284214724695,-9.776446637282152,-4.5973090256295706,-8.963220305910284,-6.4031441146324255,-8.307759590027851,-8.202764472618194,-0.06552108462210371,-6.382198467221027,-4.6323590307608224,-3.350742076495774,-10.184505405423636,-7.262783854409108,-6.729694292532933,-2.9137156679036593,-9.486090103183908,-9.702032172370707,-9.929337088629289,-4.769869404678884,-7.114229785739024,-7.140934326774878,-9.7520422364255,-7.148154696256089,-2.9699739259092977,-8.356035246349457,-1.0535473132540645,-7.913919378645163,-5.084710395963981,-10.708095072615933,-4.786894932230804,-7.816657069646653,-8.782058825853806,-1.1500924583005823,-6.760583348563626,-3.9485815251726146
20180810_OTTA2-115-SYD-20H_TNCO01161-N1_10,-4.706990054357846,-6.428967399272052,-1.5401699505795787,-0.6919192583293838,-1.4978507216771337,-2.652645806936092,0.30377117158422573,3.6784878147175455,-2.0115880471441536,-3.2452813871660524,-1.2992722111419694,-4.462932480673302,-6.7827850276228325,-2.3655990230274275,-3.0908730266128908,-2.2774019791806053,-1.1949923307696642,-3.7229827894539698,-2.88421034704163,-3.6350250804427375,-0.7817563760151129,-4.197225430469671,-3.0851136440086413,-6.0734109451544755,-5.262862949403292,-5.889409473048731,-6.939837305989726,-0.11213624794797661,-5.689314229507289,-3.8485968544172704,-1.1536285809180886,-3.965738087624376,-5.374686931630073,-2.974646649387916,-2.137649928959423,-7.118833086032971,-4.60119349261356,-3.5593007573592086,-3.88790300677359,-5.921602516317975,-5.550678658681459,-3.9158096673200617,-2.1183687610978486,-4.879099119792528,-2.8131937745235875,-6.264907099503171,-3.537415131863076,-2.6577401558672236,-1.1922322161936583,-0.6244765062899793,-7.923181167224658,-4.259239885282979,-1.7920460588349112,-3.024102634964651,-6.643508041437642
20180810_OTTA2-115-SYD-20H_TNCO01882-N1_07,-3.5397560880380667,-4.605218672893648,-1.545874085641048,1.3959958169158775,-1.9823475313777479,-2.859544742178712,1.6399838331131797,3.075694850897875,-2.7237631833555374,-6.769921044605711,-1.8826233559906522,-3.3947081941605735,-4.967853774418982,-2.180640641760129,-3.758803736979675,-2.232880450906312,-1.8544844470231903,-1.7699462695871402,-1.554308780512415,-2.9006027429250896,1.7012892821373535,-4.029990796235984,-3.0035674616323145,-6.572437753746858,-6.2698781563171195,-5.652633989378573,-6.287176875080047,1.0721339753511143,-4.576019038959757,-3.64741489624859,-1.965122448527174,-4.22453982614548,-4.048755168809452,-2.6515942367574628,-1.083997540081274,-7.29039947713742,-4.461973207349364,-3.869839227116369,-2.597414015451364,-3.816653661899555,-2.9008448640478344,-3.963842943369725,-3.7860744128896333,-4.249237769093071,-4.717982726660382,-3.345725191805787,-3.0883706607162615,-3.4817670113758954,-2.722622089967353,-2.1977286574738875,-7.096986234962396,-4.214401821290091,-0.5183217886299315,-3.3162995315418766,-5.596568519082963
20180810_OTTA2-115-SYD-20H_TRTR20094-N1_08,-5.643421989219393,-1.7186155128086362,-5.948126211072966,-1.2099339422216484,-9.070884689020964,-3.8152480002538196,0.4594707402678364,-1.3139198399006542,-1.7044950873042652,-4.451635045237964,-5.038242494723384,-1.0664393205459781,-4.2773827016340125,-7.104042394547006,-5.779596429903363,-6.694097615810048,-6.113741283294608,-2.703924498179739,-5.289408879244302,-4.2840944278565445,-0.033713022048178054,-8.02294912160648,-4.637271250248421,-7.029741742093177,-5.617215937637106,-6.143324495168099,-7.340216308369134,0.847913787332297,-6.487040148447224,-3.190936728576793,-3.1926618770082205,-8.94290604348674,-5.03694543244311,-3.370878760073621,-4.219191361601106,-8.48152544970852,-8.653081323211055,-7.728387955076184,-3.221291550967655,-4.9097518024522895,-8.67692043096783,-9.288041865778796,-8.224714100037199,-4.445164139711306,-8.6289966227027,0.2519513123212249,-6.053992685533902,-3.8526570481842306,-8.507162769957965,-5.296764466598754,-7.063151053313504,-7.81556165067004,-2.0957841796422922,-7.3204272759677345,-3.038923917327467
20180810_OTTA2-115-SYD-20H_TRTR30101-N1_11,-5.87053694140454,-4.384673420075929,-5.794971542784753,-1.8848802730776153,-6.350487289172056,-4.733734835368779,-0.6882342467272884,2.195554035128305,-3.852215429997137,-9.02350787178366,-6.809675909776564,-4.749340324714702,-4.920803242558465,-6.241608923643975,-6.008715727245701,-4.60259143257659,-4.015443948181353,-3.9697642545748417,-1.453522591992391,-5.644722479039983,-0.0784726171683241,-7.440036155495664,-4.17989185335594,-11.064075559830512,-6.089994924178036,-7.708301077065499,-7.2553861224186935,-0.14010757040481203,-7.799037485663787,-5.4330853547412765,-5.214750254311535,-7.932984903734792,-8.18687961363973,-4.565459347856282,-3.308371213186625,-8.346065504054504,-7.102598906179344,-8.107496802686628,-4.95347878467771,-4.0779168435051805,-7.541469502073288,-8.638009520224156,-2.1999793083543,-5.611366236093389,-8.078503385585918,-4.792324641809042,-6.807506543639864,-4.619907769176874,-7.693636329253759,-3.47402338294867,-8.387112070135814,-6.244013820811785,-2.329993685961268,-5.537279830418877,-4.165515564431458
20180810_OTTA2-115-SYD-20H_TVAN20015-N1_05,-5.483570659674669,-1.7581644358622892,-8.79948656792592,0.07718413054936701,-8.845440892399193,-3.7026414102115863,1.175086325894919,-0.8772225697637772,-1.3634689989711384,-5.7163228367306465,-7.456653445110847,-2.1035379615071985,-6.9281806400497885,-8.666179439076682,-5.7488043501124535,-6.805084806256726,-6.507909907509348,-2.904867867942264,-3.826933223610568,-3.8903396588079087,0.5356474804406952,-10.99384177142461,-1.9353169770308294,-7.90383213047051,-5.261636703208353,-6.72302016993108,-8.539787853440199,0.6408370702058599,-6.657528444980727,-4.618484311184792,-3.2879076932696205,-12.039262910765125,-5.975891700018645,-6.362181526243704,-2.6178242723987424,-9.185685541124542,-9.749522342140192,-10.561777736911722,-3.3634185989032557,-4.751125896564494,-3.069523479304409,-24.894656383607533,-6.108218355999277,-3.2210870992640133,-9.240047910846293,-1.9668155990640948,-8.749932190455542,-3.5809949756882613,-8.75564535272521,-6.687698950004781,-7.44914313451573,-9.414523517851393,-1.7832238352234189,-6.8808633170619675,-1.5974809161176884
20180810_OTTA2-115-SYD-20H_TVAN20086-N1_04,-3.4077034761970917,-6.560827173465767,-1.6171618961265204,3.4544687360262687,-1.8490517198669334,-1.440277410243655,2.0912246941283255,3.445675300588052,-1.2350190517512982,-3.759580788639054,0.36216910238643374,-4.126561091605939,-4.487859117993777,-0.903105225696911,-2.9198431473356488,-1.2138077041749602,-1.4628789957805273,-1.2675644743415786,-2.2776406563925176,-1.421273131595884,1.733358752196092,-4.779903860427647,-3.9919379546984586,-4.8673703548928895,-4.433565461881175,-3.5532867897183475,-7.111374244202245,0.9621703979059715,-3.286891202059845,-3.8274897174793474,-0.009323182753137593,-5.276311386121213,-3.3727375631041636,-2.496444995434647,-0.2371707262095466,-5.594018558670725,-4.935513793603125,-4.162808023481002,-2.577432445513392,-2.707739471877274,-2.308296963528128,-5.348079011504058,-4.211680870725468,-4.631066420147249,-3.5298253462578417,-6.291105457436474,-4.341221091436189,-3.766916352099379,-2.2618497857429203,-2.023275516862678,-6.0922769800008565,-5.378086768202973,-1.5800561721957234,-3.8092929294252458,-7.121542935113743
20180810_OTTA2-115-SYD-20H_TVAN20331-N1_01,-4.795061757273148,-5.980398434125143,-6.145860990568764,-1.608214938031465,-8.973167112450442,-4.85012244877621,-0.3048030886167452,2.2337456692215696,-3.3325597070061588,-7.1137372685113105,-5.719306800468827,-4.958837656399858,-5.820044188141086,-6.627264876821442,-5.918343011213886,-4.2147001127886154,-3.680187589916865,-3.2274020765600584,-4.092155285669477,-4.812588393616479,0.5558553322781359,-9.799683175924951,-3.47781696441128,-7.864903984519915,-6.707670532076415,-8.483000710571192,-8.000938379784975,-0.39509640102760124,-8.126280265637577,-4.0655263001551525,-4.087851265134839,-9.845176444607823,-7.639659911409774,-4.825582702563066,-3.4160989063633718,-9.284263354589601,-8.192798247181923,-9.1749766396763075,-4.647498890801167,-6.088060043047022,-6.75721138321904,-9.220070773873934,-2.932312990333877,-6.569833507995019,-8.490635229684493,-4.73577539610802,-8.73505040016704,-5.4847292025211996,-7.095790731625014,-4.16767971377032,-7.144753869834572,-6.89841724924282,-2.6741363784023076,-5.329625167589155,-4.728861702746667
20180810_OTTA2-115-SYD-20H_TVAN20446-N1_06,-3.3588405727882127,-5.161148881237856,-1.7017510883819154,1.4368967768528151,-1.8021737397222868,-1.3206420914069819,1.3161694214955113,3.6708457201950537,-1.9135390417189755,-1.7595313035255489,0.0026611117127228745,-3.891730579803026,-4.780875063559051,-1.5836689114388216,-3.098038583735751,-2.2682083164400604,-1.4373892157743482,-2.1179612781658443,-2.2858842134906827,-2.2057454206708815,0.08347819460224404,-3.9276010913418427,-3.7879447314862627,-6.0633847712782,-3.746276852365416,-4.324707764624886,-6.034435588312247,0.694422738776632,-3.504817434338827,-3.4213792383893016,-0.535580132547285,-4.188153545300634,-2.999282933906724,-2.485555997222482,-0.850740929303214,-7.619421482330651,-4.027435275892553,-4.146872431406052,-3.1784060985648304,-3.5523490577499754,-6.919161888531923,-4.037520337605006,-4.626261407844892,-4.885490734440891,-3.08046109450951,-6.093381636401153,-4.379362088594656,-3.365318879098213,-2.765726350471316,-1.5639923253617196,-6.97126217752577,-4.666287557077476,-0.15995207410420254,-3.616551874059079,-4.921705527792455
20180810_OTTA2-115-SYD-20H_TVAN20626-N1_03,-0.27338706490750697,-3.71435537770929,-1.212394210394415,4.020825703452444,-5.2096402243096085,0.5194178723151444,4.846091539693036,3.176265474206028,1.3663513966621088,-2.784660256885406,-1.088384880551272,-3.24592043249244,-3.2360666103053686,-2.0310899767332034,-2.701955920846273,-2.5657992632198203,-2.163577307787448,1.220295983488925,-1.8779512742869167,0.5401075386181817,4.740017959287516,-3.8223801403440483,-0.837407806668018,-2.857279021012914,-0.7521104276267399,-0.7665644023018103,-4.7519732718880645,3.4221523518286663,-0.7061200533821435,-1.143489067881323,2.69316255178165,-4.728015041187017,-1.152744892319554,-2.173477563877432,2.3218907848430614,-2.9716123092375293,-5.639830559078138,-4.059774370533455,-0.06260776935465318,-1.1334302509322005,0.3058596410817964,-4.774719091133451,-3.5498745939681693,-3.9309978347466985,-5.069768299846341,-5.5020948919072925,-3.6868380192291337,-2.636297569621778,-3.4975197702631906,-2.9238895995506136,-2.9670607794054025,-4.76874749457965,0.9807819956431788,-3.9510195522201292,-4.228678263712603
20180810_OTTA2-115-SYD-20H_TVAN21733-N1_02,-4.5941064342864415,-5.140448583443779,-1.3509868818422803,1.060552047331796,-1.5860767701611085,-2.9566065662962577,-0.017482048566898722,3.4630032066693612,-1.5356623945861316,-3.759631897814936,0.7288575839751865,-5.064019883905809,-5.676054850769669,0.5236011996228607,-1.6571058293353351,-0.5289642103496197,-1.2454305451595369,-3.731728721427328,-2.8359252376912756,-3.6772802836609344,-0.2155054917264012,-4.632858369796781,-4.6383064713414885,-6.820768269798589,-6.907117924359172,-5.630675116962939,-6.2481444434540006,-1.2639622340793013,-4.877530328743265,-4.110108779985266,-1.7742276086038111,-4.938414330886984,-5.680414093545091,-2.986333873776662,-1.6014254487087207,-6.209549091674118,-4.596133386084704,-2.1532493147859952,-4.506189199759037,-5.03024778058624,-5.105393223995446,-4.938910257471808,-3.9833315555024345,-4.723796606236995,-3.1038868922365426,-5.801308342313925,-4.350202366218829,-3.762519870879405,-2.4867325442812644,-1.7445870191449453,-7.857925185360011,-5.795434153513518,-0.636761713451028,-3.8639646513814285,-4.872645356400965
